entity_id,slug,name,entity_type,vertical,tier,noindex,path,last_verified,source_count,filename
cus-043,saab-giraffe-amb-cuas-variant-cus-043,Saab Giraffe AMB CUAS Variant,system,counter-uas,C,true,/research/counter-uas/system/saab-giraffe-amb-cuas-variant-cus-043/,2026-08-29,0,saab-giraffe-amb-cuas-variant-cus-043.json
mfg-035,saab-mfg-035,Saab AB,manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/saab-mfg-035/,2026-08-29,7,saab-mfg-035.json
safran-landing,safran-landing,Safran Landing Systems,company,military-aerospace,C,true,/research/military-aerospace/company/safran-landing/,2026-08-29,2,safran-landing.json
safran,safran,Safran Aircraft Engines,company,military-aerospace,A,false,/research/military-aerospace/company/safran/,2026-08-29,7,safran.json
cus-017,sagar-manthan-anti-drone-system-cus-017,Sagar Manthan Anti-Drone System,system,counter-uas,C,true,/research/counter-uas/system/sagar-manthan-anti-drone-system-cus-017/,2026-08-29,0,sagar-manthan-anti-drone-system-cus-017.json
sagarika,sagarika,Sagarika,platform,defence,C,true,/research/pillars/defence/entity/sagarika/,2026-08-30,1,sagarika.json
cus-048,sapphire-counter-drone-dutch-origin-cus-048,Sapphire Counter-Drone (Dutch origin),system,counter-uas,C,true,/research/counter-uas/system/sapphire-counter-drone-dutch-origin-cus-048/,2026-08-29,0,sapphire-counter-drone-dutch-origin-cus-048.json
satleo-labs,satleo-labs,Satleo Labs,company,space,B,false,/research/space/company/satleo-labs/,2026-08-30,1,satleo-labs.json
satsure,satsure,Satsure,company,space,B,false,/research/space/company/satsure/,2026-08-30,1,satsure.json
scope-skyroot,scope-skyroot,SCOPE (Skyroot),platform,space,C,true,/research/space/entity/scope-skyroot/,2026-08-29,2,scope-skyroot.json
scot-digantara,scot-digantara,SCOT (Digantara),platform,space,A,false,/research/space/entity/scot-digantara/,2026-08-29,4,scot-digantara.json
cus-046,skyfang-net-gun-portable-cus-046,SkyFang Net Gun (Portable),system,counter-uas,C,true,/research/counter-uas/system/skyfang-net-gun-portable-cus-046/,2026-08-29,0,skyfang-net-gun-portable-cus-046.json
cus-050,skylock-dome-cuas-cus-050,SkyLock Dome CUAS,system,counter-uas,C,true,/research/counter-uas/system/skylock-dome-cuas-cus-050/,2026-08-29,0,skylock-dome-cuas-cus-050.json
spc-005,skyroot-aerospace-vikram-spc-005,Skyroot Aerospace Vikram Launch Vehicle,platform,space,A,false,/research/space/entity/skyroot-aerospace-vikram-spc-005/,2026-08-29,4,skyroot-aerospace-vikram-spc-005.json
mfg-044,skyroot-aerospace,Skyroot Aerospace,manufacturer,space,A,false,/research/space/company/skyroot-aerospace/,2026-08-29,4,skyroot-aerospace.json
cus-012,sm-netra-anti-drone-system-cus-012,SM-NETRA Anti-Drone System,system,counter-uas,C,true,/research/counter-uas/system/sm-netra-anti-drone-system-cus-012/,2026-08-29,0,sm-netra-anti-drone-system-cus-012.json
sonar,sonar,Indian Naval Sonar Systems,platform,defence,C,true,/research/pillars/defence/entity/sonar/,2026-08-30,1,sonar.json
space-fields,space-fields,Space Fields,company,space,B,false,/research/space/company/space-fields/,2026-08-30,1,space-fields.json
space-kidz-india,space-kidz-india,Space Kidz India,company,space,B,false,/research/space/company/space-kidz-india/,2026-08-30,1,space-kidz-india.json
spacex,spacex,SpaceX,company,space,B,false,/research/space/company/spacex/,2026-08-30,1,spacex.json
spadex,spadex,SpaDeX (Space Docking Experiment),platform,space,C,true,/research/space/entity/spadex/,2026-08-30,2,spadex.json
cus-026,spike-firefly-loitering-munition-anti-drone-capable-cus-026,"Spike Firefly (Loitering Munition, anti-drone capable)",system,counter-uas,C,true,/research/counter-uas/system/spike-firefly-loitering-munition-anti-drone-capable-cus-026/,2026-08-29,0,spike-firefly-loitering-munition-anti-drone-capable-cus-026.json
sslv,sslv,SSLV (Small Satellite Launch Vehicle),platform,space,B,false,/research/space/entity/sslv/,2026-08-30,3,sslv.json
t-90,t-90,T-90,platform,defence,C,true,/research/pillars/defence/entity/t-90/,2026-08-30,1,t-90.json
takeme2space,takeme2space,TakeMe2Space,company,space,B,false,/research/space/company/takeme2space/,2026-08-30,1,takeme2space.json
tasl,tasl,Tata Advanced Systems Limited,company,military-aerospace,A,false,/research/military-aerospace/company/tasl/,2026-08-29,8,tasl.json
cus-056,tata-advanced-systems-cuas-cus-056,Tata Advanced Systems Counter-UAS,system,counter-uas,B,false,/research/counter-uas/system/tata-advanced-systems-cuas-cus-056/,2026-08-29,5,tata-advanced-systems-cuas-cus-056.json
mfg-014,tata-advanced-systems-tasl-mfg-014,Tata Advanced Systems Limited,manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/tata-advanced-systems-tasl-mfg-014/,2026-08-29,8,tata-advanced-systems-tasl-mfg-014.json
def-003,tejas-mk1a-def-003,HAL Tejas Mk-1A,platform,defence,A,false,/research/pillars/defence/entity/tejas-mk1a-def-003/,2026-08-29,6,tejas-mk1a-def-003.json
telair,telair,Telair International,company,military-aerospace,C,true,/research/military-aerospace/company/telair/,2026-08-29,2,telair.json
mfg-039,teledyne-flir-mfg-039,Teledyne FLIR,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/teledyne-flir-mfg-039/,2026-08-29,0,teledyne-flir-mfg-039.json
thales-alenia-space,thales-alenia-space,Thales Alenia Space,company,space,B,false,/research/space/company/thales-alenia-space/,2026-08-30,1,thales-alenia-space.json
cus-030,thales-ground-master-60-cuas-variant-cus-030,Thales Ground Master 60 CUAS Variant,system,counter-uas,C,true,/research/counter-uas/system/thales-ground-master-60-cuas-variant-cus-030/,2026-08-29,0,thales-ground-master-60-cuas-variant-cus-030.json
mfg-026,thales-group-mfg-026,Thales S.A.,manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/thales-group-mfg-026/,2026-08-29,7,thales-group-mfg-026.json
thales,thales,Thales S.A.,company,military-aerospace,A,false,/research/military-aerospace/company/thales/,2026-08-29,7,thales.json
thybolt-leap,thybolt-leap,Thybolt LEAP,platform,space,C,true,/research/space/entity/thybolt-leap/,2026-08-30,0,thybolt-leap.json
tlmal,tlmal,Tata Lockheed Martin Aerostructures Limited,company,military-aerospace,A,false,/research/military-aerospace/company/tlmal/,2026-08-29,6,tlmal.json
tonbo-imaging,tonbo-imaging,Tonbo Imaging,company,space,B,false,/research/space/company/tonbo-imaging/,2026-08-30,1,tonbo-imaging.json
toray,toray,Toray Industries,company,military-aerospace,C,true,/research/military-aerospace/company/toray/,2026-08-29,2,toray.json
cus-013,trishul-anti-drone-system-cus-013,Trishul Anti-Drone System,system,counter-uas,C,true,/research/counter-uas/system/trishul-anti-drone-system-cus-013/,2026-08-29,0,trishul-anti-drone-system-cus-013.json
uav-rastructure,uav-rastructure,UAV Infrastructure,platform,defence,C,true,/research/pillars/defence/entity/uav-rastructure/,2026-08-30,1,uav-rastructure.json
ukroborprom,ukroborprom,UkrOboronProm,company,military-aerospace,C,true,/research/military-aerospace/company/ukroborprom/,2026-08-29,2,ukroborprom.json
cus-009,vajra-sentinel-counter-drone-system-cus-009,Vajra Sentinel Counter-Drone System,system,counter-uas,A,false,/research/counter-uas/system/vajra-sentinel-counter-drone-system-cus-009/,2026-08-29,6,vajra-sentinel-counter-drone-system-cus-009.json
varunastra,varunastra,Varunastra,platform,defence,C,true,/research/pillars/defence/entity/varunastra/,2026-08-30,1,varunastra.json
mfg-009,vega-integrated-systems-mfg-009,Vega Integrated Systems,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/vega-integrated-systems-mfg-009/,2026-08-29,0,vega-integrated-systems-mfg-009.json
vikram-1,vikram-1,Skyroot Vikram-1,platform,space,A,false,/research/space/entity/vikram-1/,2026-08-29,6,vikram-1.json
vikram-2,vikram-2,Skyroot Vikram-2,platform,space,B,false,/research/space/entity/vikram-2/,2026-08-29,4,vikram-2.json
vsmpo-avisma,vsmpo-avisma,VSMPO-AVISMA,company,military-aerospace,C,true,/research/military-aerospace/company/vsmpo-avisma/,2026-08-29,2,vsmpo-avisma.json
walchandnagar,walchandnagar,Walchandnagar Industries,company,space,B,false,/research/space/company/walchandnagar/,2026-08-30,1,walchandnagar.json
xdlinx-space,xdlinx-space,XdLinx Space,company,space,B,false,/research/space/company/xdlinx-space/,2026-08-30,1,xdlinx-space.json
cus-003,zen-anti-drone-system-zads-cus-003,Zen Anti-Drone System,system,counter-uas,A,false,/research/counter-uas/system/zen-anti-drone-system-zads-cus-003/,2026-08-29,6,zen-anti-drone-system-zads-cus-003.json
mfg-003,zen-technologies-mfg-003,Zen Technologies Limited,manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/zen-technologies-mfg-003/,2026-08-29,8,zen-technologies-mfg-003.json
def-001,zorawar-light-tank-def-001,Zorawar Light Tank,platform,defence,A,false,/research/pillars/defence/entity/zorawar-light-tank-def-001/,2026-08-29,4,zorawar-light-tank-def-001.json
